x,y,vx,vy
2.26243,1.45713,-0.990846,0.734138
2.08324,1.67621,-0.85057,0.258509
2.3136,1.86662,-0.406834,0.833294
2.93284,1.76719,-0.667861,0.209404
2.71354,2.51119,0.99928,0.7832
2.17449,2.62606,0.922501,0.521078
2.12955,1.17169,-0.513571,0.395829
2.32071,1.00985,-0.0309509,0.84543
2.20437,2.66852,0.863022,0.598769
2.97493,1.33165,-0.863285,0.0786811
2.00392,1,0,0.0123192
3,3,8.75267e-17,8.75267e-17
2.01176,1.00392,-0.0123183,0.0369502
